Run,Numerator,Denominator,BlockingCorrection
8497,128411,138714,0.9257248727597791
8498,305711,330384,0.9253202334253475
8500,332967,359937,0.9250702206219422
8502,24608,26900,0.9147955390334572
8503,58699,63973,0.9175589701905491
8504,278528,301045,0.9252038731751067
8505,250595,270980,0.9247730459812532
8506,168630,182309,0.9249680487523929
8507,235443,260563,0.9035933728119495
8508,15864,16456,0.964025279533301
8544,659004,702548,0.938019893302664
8545,665869,710505,0.9371770782753113
8546,1171346,1249381,0.9375410703380314
8547,539688,575853,0.9371975139488724
8537,735813,768824,0.9570629949117093
8538,686746,717300,0.9574041544681444
8539,711089,742567,0.9576092123673688
8540,708541,739234,0.958479994156113
8542,7230,7300,0.9904109589041096
8543,10241,10382,0.9864188017722982
8585,1249442,1318018,0.9479703615580364
8586,1429982,1508824,0.9477460591825156
8587,1479331,1561311,0.9474928441546879
8588,535198,557228,0.960465016115486
8603,657042,675958,0.9720160128291995
8604,674385,694944,0.9704163213150988
8605,626745,650603,0.9633294036455411
8606,833815,866801,0.9619451292741933
8607,805326,837686,0.9613697733995793
8608,892426,928536,0.9611108239206665
8609,1032482,1074178,0.9611833420531792
8610,1041021,1083294,0.9609773524084875
8611,57237,59545,0.9612393987740364
8612,552449,569964,0.9692699889817602
8613,1358055,1401767,0.968816500887808
8614,1081501,1115303,0.9696925409507551
8615,215567,220268,0.9786578168413024
8617,1392178,1448539,0.961091140797728
8618,2214104,2304781,0.9606569995153552
8619,257950,261527,0.9863226359037499
8620,233865,236204,0.9900975428019847
8622,2102388,2170505,0.9686169808408642
8623,980604,1012699,0.96830746352075
8624,931460,961464,0.9687934233627052
8626,1831214,1890307,0.9687389402885351
8627,1946973,2011850,0.9677525660461764
8628,1145112,1179060,0.9712075721337337
8630,947570,974512,0.9723533419803964
8631,786767,807378,0.9744716848861376
8632,763718,778577,0.9809151824418137
8633,793538,809633,0.9801206225536756
8634,701337,715362,0.9803945415048605
8635,667678,682827,0.9778142926392775
8636,733586,750253,0.9777848272516071
8637,105342,106133,0.9925470871453742
8645,667781,687782,0.9709195646294901
8646,765313,782215,0.9783921300409734
8647,812398,833651,0.9745061182677164
8648,752455,767062,0.9809572107600167
8649,752991,767668,0.9808810579573461
8650,723972,737183,0.9820790767014432
8651,322443,327788,0.9836937288735402
8652,423982,430830,0.9841050994591835
8653,362412,368787,0.982713598906686
8654,96312,97011,0.9927946315366298
8704,2734523,2843650,0.9616243208552389
8705,4613131,4796024,0.9618657037579461
8706,756200,788530,0.9589996575907067
8707,3716715,3874628,0.9592443455216862
8709,3292917,3421294,0.9624770627721558
8710,2141272,2223386,0.9630680412667886
8711,997507,1042361,0.9569688428481111
8712,5792465,6056160,0.9564583828696732
8713,802567,839090,0.9564730839361689
8714,5484134,5734165,0.9563962669368601
8715,3891544,4067486,0.9567442887326472
8716,5947369,6218985,0.9563247057196632
8717,6001301,6277729,0.9559668791054854
8718,6680895,6988721,0.9559538862690327
8719,1194920,1227930,0.973117360110104
8720,509729,522370,0.9758006776805712
8721,734152,761578,0.9639879303236175
8722,3220742,3340905,0.964032799495945
8723,4578955,4749516,0.9640887618864743
8724,1852035,1920914,0.9641425904543358
8725,4317398,4501971,0.9590017350178399
8726,987719,1026442,0.9622745367005637
8727,2617072,2724243,0.9606602641541154
8728,3709906,3862895,0.9603952476057465
8729,2883784,3002183,0.9605623641197089
8730,2752476,2866635,0.9601766531141914
8731,900911,921209,0.9779659121871367
